,0
skin squamous cell papilloma,0
skin undifferentiated pleomorphic sarcoma,0
skin vascular neoplasm,0
skin verrucous carcinoma,0
skull base chordoma,0
skull base meningioma,0
skull base neoplasm,0
skull neoplasm,0
skull osteoma,0
small cell adenocarcinoma,0
"small cell carcinoma, fusiform cell type",0
small cell glioblastoma,0
small cell intermediate cell carcinoma,0
small cell neuroendocrine carcinoma,0
small cell osteosarcoma,0
small cell sarcoma,0
small cell undifferentiated hepatoblastoma,0
small cell variant anaplastic large cell lymphoma,0
small congenital melanocytic nevus,0
small duct intrahepatic cholangiocarcinoma,0
small hepatocellular carcinoma,0
small intestinal adenocarcinoma,0
small intestinal adenoma,0
small intestinal adenosquamous carcinoma,0
small intestinal angiosarcoma,0
small intestinal atypical burkitt/burkitt-like lymphoma,0
small intestinal b-cell non-hodgkin lymphoma,0
small intestinal burkitt lymphoma,0
small intestinal carcinoma,0
small intestinal composite gangliocytoma/neuroma and neuroendocrine tumor,0
small intestinal diffuse large b-cell lymphoma,0
small intestinal enterochromaffin cell serotonin-producing neuroendocrine tumor,0
small intestinal enteropathy-associated t-cell lymphoma,0
small intestinal fibrosarcoma,0
small intestinal follicular lymphoma,0
small intestinal gastrin-producing neuroendocrine tumor,0
small intestinal gastrointestinal stromal tumor,0
small intestinal high grade intraepithelial neoplasia,0
small intestinal hodgkin lymphoma,0
small intestinal intraepithelial neoplasia,0
small intestinal kaposi sarcoma,0
small intestinal l-cell glucagon-like peptide-producing neuroendocrine tumor,0
small intestinal large cell neuroendocrine carcinoma,0
small intestinal leiomyoma,0
small intestinal leiomyosarcoma,0
small intestinal lipoma,0
small intestinal low grade intraepithelial neoplasia,0
small intestinal lymphoma,0
small intestinal mantle cell lymphoma,0
small intestinal medullary carcinoma,0
small intestinal mixed adenoneuroendocrine carcinoma,0
small intestinal monomorphic epitheliotropic t-cell lymphoma,0
small intestinal mucinous adenocarcinoma,0
small intestinal mucosa-associated lymphoid tissue lymphoma,0
small intestinal myeloid sarcoma,0
small intestinal neoplasm,0
small intestinal neuroendocrine carcinoma,0
small intestinal neuroendocrine neoplasm,0
small intestinal neuroendocrine tumor,0
small intestinal neuroendocrine tumor g1,0
small intestinal neuroendocrine tumor g2,0
small intestinal neuroendocrine tumor g3,0
small intestinal non-hodgkin lymphoma,0
small intestinal sarcoma,0
small intestinal signet ring cell carcinoma,0
small intestinal small cell neuroendocrine carcinoma,0
small intestinal somatostatin-producing neuroendocrine tumor,0
small intestinal squamous cell carcinoma,0
small intestinal t-cell non-hodgkin lymphoma,0
small intestinal tubular adenoma,0
small intestinal tubulovillous adenoma,0
small intestinal undifferentiated carcinoma,0
small intestinal vip-producing neuroendocrine tumor,0
small intestinal villous adenoma,0
small lymphocytic lymphoma variant,0
small progressed hepatocellular carcinoma,0
small size posterior uveal melanoma,0
smoldering adult t-cell leukemia/lymphoma,0
smoldering systemic mastocytosis,0
smoldering systemic mastocytosis with an associated hematological neoplasm,17398
smooth muscle neoplasm,0
soft palate benign granular cell tumor,0
soft palate carcinoma,0
soft palate pleomorphic adenoma,0
soft palate squamous cell carcinoma,0
soft tissue amyloid neoplasm,0
soft tissue angiosarcoma,0
soft tissue chondroma,0
soft tissue fibrosarcoma,0
soft tissue neoplasm,0
soft tissue perineurioma,0
soft tissue sarcoma,0
soft tissue sarcoma of the trunk and extremities,0
soft tissue tumor of uncertain differentiation,0
solar radiation-related cutaneous melanoma,0
solar radiation-related malignant neoplasm,0
solar radiation-related skin squamous cell carcinoma,0
solid alveolar rhabdomyosarcoma,0
solid angioleiomyoma,0
solid carcinoma,0
solid glomus tumor,0
solid lung adenocarcinoma,0
solid neoplasm,0
solid pseudopapillary carcinoma of the pancreas,0
solid pseudopapillary neoplasm of the ovary,0
solid pseudopapillary neoplasm of the pancreas,0
solid/multicystic ameloblastoma,0
solid/trabecular variant thyroid gland papillary carcinoma,0
solitary adult fibroma,0
solitary circumscribed neuroma,0
solitary mastocytoma of the skin,0
solitary osteochondroma,0
solitary plasmacytoma of bone,0
somatic-type malignancy,0
somatostatin-producing neuroendocrine tumor,0
somatotroph pituitary neuroendocrine tumor,0
somatotroph-lactotroph pituitary neuroendocrine tumor,17398
sparsely granulated corticotroph pituitary neuroendocrine tumor,17398
sparsely granulated lactotroph pituitary neuroendocrine tumor,0
sparsely granulated somatotroph pituitary neuroendocrine tumor,0
spermatic cord lipoma,0
sphenocavernous meningioma,0
sphenoid sinus inverted papilloma,0
sphenoid sinus neoplasm,0
sphenoid sinus papilloma,0
sphenoid sinus squamous cell carcinoma,0
sphenoorbital meningioma,0
spinal chordoma,0
spinal cord astrocytoma,0
"spinal cord embryonal tumor, not otherwise specified",0
spinal cord ependymoma,0
"spinal cord ependymoma, mycn amplified",17398
spinal cord glioma,0
spinal cord lipoma,0
spinal cord lymphoma,0
spinal cord melanoma,0
spinal cord meningioma,0
spinal cord neoplasm,0
spinal cord neuroblastoma,0
spinal cord neurofibroma,0
spinal cord oligodendroglioma,0
spinal cord sarcoma,0
spinal hemangioblastoma,0
spinal meningioma,0
spinal multifocal clear cell meningioma,0
spinal neoplasm,0
spindle cell hemangioma,0
spindle cell lipoma,0
spindle cell melanoma,0
spindle cell neoplasm,0
spindle cell nevus,0
spindle cell oncocytoma,0
spindle cell rhabdomyosarcoma,0
spindle cell sarcoma,0
spindle cell squamous cell carcinoma,0
spindle cell synovial sarcoma,0
spindle cell type atypical fibroxanthoma,0
spindle cell type gastrointestinal stromal tumor,0
spindle cell variant thyroid gland papillary carcinoma,0
spindle cell/pleomorphic lipoma,0
spindle cell/sclerosing rhabdomyosarcoma,0
spindle-cell predominant trichodiscoma,0
spiradenocarcinoma,0
spiradenocylindrocarcinoma,0
spiradenocylindroma,0
spiradenoma,0
spitz melanoma,0
spitz nevus,0
splenic angiosarcoma,0
splenic b lymphoblastic lymphoma,0
"splenic b-cell lymphoma/leukemia, unclassifiable",0
splenic burkitt lymphoma,0
splenic diffuse large b-cell lymphoma,0
splenic diffuse red pulp small b-cell lymphoma,0
splenic follicular lymphoma,0
splenic hemangioma,0
splenic hodgkin lymphoma,0
splenic lymphoblastic lymphoma,0
splenic lymphoma,0
splenic manifestation of b-cell prolymphocytic leukemia,0
splenic manifestation of chronic lymphocytic leukemia,0
"splenic manifestation of chronic myelogenous leukemia, bcr-abl1 positive",0
splenic manifestation of hairy cell leukemia,0
splenic manifestation of leukemia,0
splenic manifestation of prolymphocytic leukemia,0
splenic manifestation of t-cell large granular lymphocyte leukemia,0
splenic manifestation of t-cell prolymphocytic leukemia,0
splenic marginal zone lymphoma,0
splenic neoplasm,0
splenic non-hodgkin lymphoma,0
splenic plasmacytoma,0
splenic t lymphoblastic lymphoma,0
spongioneuroblastoma,0
spontaneously regressed retinoblastoma,0
sporadic breast carcinoma,0
sporadic cylindroma,0
sporadic gastric adenocarcinoma,0
sporadic gastric diffuse adenocarcinoma,0
sporadic malignant peripheral nerve sheath tumor,0
sporadic papillary renal cell carcinoma,0
sporadic retinoblastoma,0
sporadic thyroid gland medullary carcinoma,0
sporadic thyroid gland micromedullary carcinoma,0
squamoid eccrine ductal carcinoma,0
squamous cell carcinoma,0
squamous cell carcinoma in situ of the nipple,0
squamous cell carcinoma in situ with questionable stromal invasion,0
squamous cell carcinoma of unknown primary,0
squamous cell carcinoma of the penis,0
"squamous cell carcinoma of the penis, usual type",0
squamous cell carcinoma with horn formation,0
"squamous cell carcinoma, clear cell type",0
squamous cell intraepithelial neoplasia,0
squamous cell neoplasm,0
squamous cell papilloma,0
squamous odontogenic tumor,0
squamous papillomatosis,0
stage 0 chronic lymphocytic leukemia,0
stage 0 extrahepatic bile duct cancer,0
stage 0 oral cavity verrucous carcinoma,0
stage 0 pharyngeal cancer,0
stage 0 skin cancer,0
stage 0 squamous cell carcinoma,0
stage 0 transitional cell carcinoma,0
stage 1 neuroblastoma,0
stage 2 neuroblastoma,0
stage 2a neuroblastoma,0
stage 2b neuroblastoma,0
stage 3 neuroblastoma,0
stage 4 neuroblastoma,0
stage 4s neuroblastoma,0
stage a chronic lymphocytic leukemia,0
stage a prostate cancer,0
stage b chronic lymphocytic leukemia,0
stage b prostate cancer,0
stage c chronic lymphocytic leukemia,0
stage c prostate cancer,0
stage d prostate cancer,0
stage i adult diffuse large cell lymphoma,0
stage i adult diffuse mixed cell lymphoma,0
stage i adult diffuse small cleaved cell lymphoma,0
stage i borderline ovarian surface epithelial-stromal tumor,0
stage i centroblastic follicular lymphoma,0
stage i childhood large cell lymphoma,0
stage i chronic lymphocytic leukemia,0
stage i cutaneous t-cell non-hodgkin lymphoma,0
stage i extragonadal mixed germ cell tumor,0
stage i extragonadal non-seminomatous germ cell tumor,0
stage i extragonadal seminoma,0
stage i extrahepatic bile duct cancer,0
stage i high grade burkitt-like lymphoma,0
stage i kidney wilms tumor,0
stage i malignant mediastinal germ cell tumor,0
stage i oral cavity verrucous carcinoma,0
stage i ovarian choriocarcinoma,0
stage i paranasal sinus cancer,0
stage i pharyngeal cancer,0
stage i retinoblastoma,0
stage i small intestinal gastrointestinal stromal tumor,0
stage i splenic marginal zone lymphoma,0
stage i t lymphoblastic leukemia/lymphoma,0
stage ia gastric gastrointestinal stromal tumor,0
stage ia retinoblastoma,0
stage ib gastric gastrointestinal stromal tumor,0
stage ib retinoblastoma,0
stage ii adult diffuse large cell lymphoma,0
stage ii adult diffuse mixed cell lymphoma,0
stage ii adult diffuse small cleaved cell lymphoma,0
stage ii borderline ovarian surface epithelial-stromal tumor,0
stage ii centroblastic follicular lymphoma,0
stage ii childhood large cell lymphoma,0
stage ii chronic lymphocytic leukemia,0
stage ii contiguous adult diffuse large cell lymphoma,0
stage ii contiguous adult diffuse mixed cell lymphoma,0
stage ii contiguous adult diffuse small cleaved cell lymphoma,0
stage ii cutaneous t-cell non-hodgkin lymphoma,0
stage ii extragonadal mixed germ cell tumor,0
stage ii extragonadal non-seminomatous germ cell tumor,0
stage ii extragonadal seminoma,0
stage ii extrahepatic bile duct cancer,0
stage ii gastric gastrointestinal stromal tumor,0
stage ii high grade burkitt-like lymphoma,0
stage ii kidney wilms tumor,0
stage ii malignant mediastinal germ cell tumor,0
stage ii non-contiguous adult diffuse large cell lymphoma,0
stage ii non-contiguous adult diffuse mixed cell lymphoma,0
stage ii non-contiguous adult diffuse small cleaved cell lymphoma,0
stage ii oral cavity adenoid cystic carcinoma,0
stage ii oral cavity mucoepidermoid carcinoma,0
stage ii oral cavity verrucous carcinoma,0
stage ii ovarian choriocarcinoma,0
stage ii pharyngeal cancer,0
stage ii retinoblastoma,0
stage ii small intestinal gastrointestinal stromal tumor,0
stage ii splenic marginal zone lymphoma,0
stage ii t lymphoblastic leukemia/lymphoma,0
stage iia bladder cancer,0
stage iia nasopharyngeal carcinoma,0
stage iia nasopharyngeal keratinizing squamous cell carcinoma,0
stage iia retinoblastoma,0
stage iib bladder cancer,0
stage iib nasopharyngeal carcinoma,0
stage iib nasopharyngeal keratinizing squamous cell carcinoma,0
stage iib retinoblastoma,0
stage iic adult soft tissue sarcoma,0
stage iic retinoblastoma,0
stage iic soft tissue sarcoma,0
stage iii adult diffuse large cell lymphoma,0
stage iii adult diffuse mixed cell lymphoma,0
stage iii adult diffuse small cleaved cell lymphoma,0
stage iii borderline ovarian surface epithelial-stromal tumor,0
stage iii childhood large cell lymphoma,0
stage iii chronic lymphocytic leukemia,0
stage iii cutaneous t-cell non-hodgkin lymphoma,0
stage iii extragonadal mixed germ cell tumor,0
stage iii extragonadal non-seminomatous germ cell tumor,0
stage iii extragonadal seminoma,0
stage iii extrahepatic bile duct cancer,0
stage iii high grade burkitt-like lymphoma,0
stage iii kidney wilms tumor,0
stage iii malignant mediastinal germ cell tumor,0
stage iii oral cavity verrucous carcinoma,0
stage iii ovarian choriocarcinoma,0
stage iii pharyngeal cancer,0
stage iii retinoblastoma,0
stage iii splenic marginal zone lymphoma,0
stage iii t lymphoblastic leukemia/lymphoma,0
stage iiia gastric gastrointestinal stromal tumor,0
stage iiia retinoblastoma,0
stage iiia small intestinal gastrointestinal stromal tumor,0
stage iiib breast  inflammatory carcinoma,0
stage iiib gastric gastrointestinal stromal tumor,0
stage iiib retinoblastoma,0
stage iiib small intestinal gastrointestinal stromal tumor,0
stage iv adult diffuse large cell lymphoma,0
stage iv adult diffuse mixed cell lymphoma,0
stage iv adult diffuse small cleaved cell lymphoma,0
stage iv borderline ovarian surface epithelial-stromal tumor,0
stage iv breast  inflammatory carcinoma,0
stage iv childhood large cell lymphoma,0
stage iv chronic lymphocytic leukemia,0
stage iv cutaneous t-cell non-hodgkin lymphoma,0
stage iv extragonadal non-seminomatous germ cell tumor,0
stage iv extragonadal seminoma,0
stage iv extrahepatic bile duct cancer,0
stage iv gastric cancer with metastasis,0
stage iv gastric cancer without metastasis,0
stage iv gastric gastrointestinal stromal tumor,0
stage iv high grade burkitt-like lymphoma,0
stage iv kidney wilms tumor,0
stage iv major salivary gland carcinoma with metastasis,0
stage iv malignant mediastinal germ cell tumor,0
stage iv nasal cavity cancer,0
stage iv oral cavity verrucous carcinoma,0
stage iv ovarian choriocarcinoma,0
stage iv pharyngeal cancer,0
stage iv retinoblastoma,0
stage iv small intestinal gastrointestinal stromal tumor,0
stage iv splenic marginal zone lymphoma,0
stage iv t lymphoblastic leukemia/lymphoma,0
stage iv testicular non-seminomatous germ cell tumor,0
stage iva bladder cancer,0
stage iva esophageal adenocarcinoma,0
stage iva esophageal cancer,0
stage iva esophageal squamous cell carcinoma,0
stage iva extrahepatic bile duct cancer,0
stage iva oral cavity verrucous carcinoma,0
stage iva pancreatic cancer,0
stage iva pharyngeal cancer,0
stage ivb bladder cancer,0
stage ivb esophageal adenocarcinoma,0
stage ivb esophageal cancer,0
stage ivb esophageal squamous cell carcinoma,0
stage ivb extrahepatic bile duct cancer,0
stage ivb oral cavity verrucous carcinoma,0
stage ivb pancreatic cancer,0
stage ivb pharyngeal cancer,0
stage ivc oral cavity verrucous carcinoma,0
stage ivc pharyngeal cancer,0
stage v kidney wilms tumor,0
steatohepatitic hepatocellular carcinoma,0
sternal chondromyxoid fibroma,0
sternal intraosseous schwannoma,0
sternal lymphoma,0
